id,council_ref,council_name,reference,description,address,postcode,status,app_type,date_received,date_validated,date_decided,lat,lng,portal_url,application_url,scraped_at
E60000071_TD8CMSJBL3000,E60000071,Leeds,T1 Lawson Cypress: Fell and remove the tree. The stump may be either ground out or retained in situ ,,114 Cardigan Road Headingley Leeds LS6 3BJ,LS6 3BJ,,,,,,53.816573,-1.577377,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8CMSJBL3000,2026-05-01T22:40:00.363960
E60000071_TD8CLJJBL2Y00,E60000071,Leeds,Single-storey extension to side and rear; new window to first floor side,,18 Allerton Grange Rise Moor Allerton Leeds LS17 6LH,LS17 6LH,,,,,,53.836392,-1.533825,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8CLJJBL2Y00,2026-05-01T22:39:59.436553
E60000071_TD879KJBL1R00,E60000071,Leeds,"Consent, agreement or approval required by condition 40 (Verification Report(s)) of Planning Applica",,Radial Park Manston Lane Leeds LS15 8ST,LS15 8ST,,,,,,53.806052,-1.428413,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD879KJBL1R00,2026-05-01T22:39:58.477954
E60000071_TD81I9JBL0800,E60000071,Leeds,2 x Mature Lime trees growing in front of the dwelling to crown lift to 4m and pollard to previous p,,11 Vinery Road Burley Leeds LS4 2LB,LS4 2LB,,,,,,53.808282,-1.578842,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD81I9JBL0800,2026-05-01T22:39:58.376267
E60000071_TD81GXJBL0500,E60000071,Leeds,"Consent, agreement or approval required by condition 16 (Quantitative Risk Analysis) of Planning App",,Leeds United A F C Ltd Elland Road Beeston Leeds LS11 0ES,LS11 0ES,,FU,,,,53.77773,-1.573108,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD81GXJBL0500,2026-05-01T22:39:57.428010
E60000071_TD8CL7JBL2W00,E60000071,Leeds,Certificate of Existing Lawful Development for Use of Buildings as stables and associated storage,,Upcroft House Farm Carlton Lane Guiseley Leeds LS20 9NL,LS20 9NL,,,,,,53.885347,-1.692489,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8CL7JBL2W00,2026-05-01T22:39:57.326136
E60000071_TD8CPYJBL3200,E60000071,Leeds,"Variation of conditions 23, 24, 25 and 28 of approval 16/07938/OT to permit conditions 23 and 24 to ",,Land Between Barrowby Lane And Manston Lane Thorpe Park Leeds LS15 8ZB,LS15 8ZB,,,,,,53.796838,-1.426444,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8CPYJBL3200,2026-05-01T22:39:56.118874
E60000071_TD871ZJBL1B00,E60000071,Leeds,"Consent, agreement or approval required by condition 5 (Phase II Site Investigation) of Planning App",,Leeds United A F C Ltd Elland Road Beeston Leeds LS11 0ES,LS11 0ES,,FU,,,,53.77773,-1.573108,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD871ZJBL1B00,2026-05-01T22:39:56.016872
E60000071_TD7W0JJBKYM00,E60000071,Leeds,Demolition of existing rear extension; construction of single-storey rear extension; conversion of s,,12 Back Lane Farsley Pudsey LS28 5EU,LS28 5EU,,,,,,53.811819,-1.669549,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD7W0JJBKYM00,2026-05-01T22:39:53.526543
E60000071_TD876DJBL1P00,E60000071,Leeds,Consent agreement or approval required by condition 40 (verification report) of planning application,,Radial Park Manston Lane Leeds LS15 8ST,LS15 8ST,,,,,,53.806052,-1.428413,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD876DJBL1P00,2026-05-01T22:39:51.846561
E60000071_TD872VJBL1F00,E60000071,Leeds,Certificate of Existing Lawful Development for an equestrian barn as constructed (not in accordance ,,Hope Hall Thorner Lane Bramham Wetherby LS23 6LX,LS23 6LX,,,,,,53.881769,-1.379844,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD872VJBL1F00,2026-05-01T22:39:50.863056
E60000071_TD81DHJBKZX00,E60000071,Leeds,Consent agreement or approval required by condition 11 (Construction Environmental Management Plan) ,,Land Off Racecourse Approach Wetherby LS22,,,OT,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD81DHJBKZX00,2026-05-01T22:39:49.944020
E60000071_TD7ZUCJB2O200,E60000071,Leeds,"Certificate of Proposed Lawful Development for an extension to the gable, dormer window to the rear ",,45 Roman Avenue Roundhay Leeds LS8 2AN,LS8 2AN,,,,,,53.847075,-1.510299,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD7ZUCJB2O200,2026-05-01T22:39:49.943044
E60000071_TD8C03JB0EK00,E60000071,Leeds,5 Day Notice - Removal of conifer due to damaged wall following strong winds,,1 Thornfield Newlay Wood Road Horsforth Leeds LS18 4LF,LS18 4LF,,,,,,53.829767,-1.637972,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8C03JB0EK00,2026-05-01T22:39:48.926545
E60000071_TD8CF2JBL2T00,E60000071,Leeds,"Consent, agreement or approval required by conditions 17 (Parking Management) and 20 (Cycle/Motorcyc",,Land Between Barrowby Lane And Manston Lane Thorpe Park Leeds LS15 8ZB,LS15 8ZB,,FU,,,,53.796838,-1.426444,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8CF2JBL2T00,2026-05-01T22:39:47.995775
E60000071_TD7VZWJBKYK00,E60000071,Leeds,"Single storey front extension; part two storey, part single storey side extension with balustrade ba",,Cobweb Cottage 4 New York Cottages New York Lane Rawdon Leeds LS19 6JH,LS19 6JH,,,,,,53.843685,-1.670818,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD7VZWJBKYK00,2026-05-01T22:39:47.894836
E60000071_TD7QJ3JBKU000,E60000071,Leeds,"Demolition of existing carport; construction of part single storey, part two storey side and rear ex",,27 Park Drive Horsforth Leeds LS18 5EB,LS18 5EB,,,,,,53.837313,-1.651979,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD7QJ3JBKU000,2026-05-01T22:39:46.767585
E60000071_TD81GEJBL0300,E60000071,Leeds,"Consent, agreement or approval required by condition 25 (Construction Environmental Management Plan)",,Leeds United A F C Ltd Elland Road Beeston Leeds LS11 0ES,LS11 0ES,,FU,,,,53.77773,-1.573108,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD81GEJBL0300,2026-05-01T22:39:45.767895
E60000071_TD81FNJBL0100,E60000071,Leeds,"Consent, agreement or approval required by condition 11 (Tree Protection Measures) of Planning Appli",,Leeds United A F C Ltd Elland Road Beeston Leeds LS11 0ES,LS11 0ES,,FU,,,,53.77773,-1.573108,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD81FNJBL0100,2026-05-01T22:39:43.241820
E60000071_TD81EWJBKZZ00,E60000071,Leeds,"Consent, agreement or approval required by condition 50 (Dilapidation Survey) of Planning Applicatio",,Leeds United A F C Ltd Elland Road Beeston Leeds LS11 0ES,LS11 0ES,,FU,,,,53.77773,-1.573108,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD81EWJBKZZ00,2026-05-01T22:39:43.140238
E60000071_TD7QIOJBKTY00,E60000071,Leeds,Demolition of detached garage and outbuilding; construction of two storey side extension with canopy,,1 Green Crescent Meanwood Leeds LS6 4JZ,LS6 4JZ,,,,,,53.829288,-1.568787,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD7QIOJBKTY00,2026-05-01T22:39:43.039062
E60000071_TD7QHZJBKTW00,E60000071,Leeds,"Refurbishment of internal facing brick wall, increase of existing patio area and installation of plu",,Flat 4 Bramhope Manor Moor Road Bramhope Leeds LS16 9HJ,LS16 9HJ,,,,,,53.884272,-1.624222,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD7QHZJBKTW00,2026-05-01T22:39:42.069383
E60000071_TD874SJBL1M00,E60000071,Leeds,Internally illuminated fascia sign; internally illuminated projecting sign; non illuminated advertis,,2 - 2A Commercial Street Leeds LS1 6AL,LS1 6AL,,,,,,53.797495,-1.543942,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD874SJBL1M00,2026-05-01T22:39:41.135132
E60000071_TD874RJBL1L00,E60000071,Leeds,Alterations to shopfront including glazing and new ATM,,2 - 2A Commercial Street Leeds LS1 6AL,LS1 6AL,,,,,,53.797495,-1.543942,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD874RJBL1L00,2026-05-01T22:39:41.034092
E60000071_TD8738JBL1I00,E60000071,Leeds,Listed building application for retrospective timber fence above stone wall,,The Greek Orthodox Church Harehills Avenue Chapeltown Leeds LS8 4EU,LS8 4EU,,,,,,53.81801,-1.519705,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8738JBL1I00,2026-05-01T22:39:40.071972
E60000071_TD8737JBL1H00,E60000071,Leeds,Retrospective application for timber fence above stone wall,,The Greek Orthodox Church Harehills Avenue Chapeltown Leeds LS8 4EU,LS8 4EU,,,,,,53.81801,-1.519705,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8737JBL1H00,2026-05-01T22:39:39.970616
E60000071_TD872DJBL1D00,E60000071,Leeds,"Variation of conditions 4 (external materials) and 5 (solar, plant and CCTV) to previously approved ",,Bank House 27 King Street Leeds LS1 2HL,LS1 2HL,,,,,,53.797346,-1.549834,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD872DJBL1D00,2026-05-01T22:39:39.032880
E60000071_TD7QH1JBKTU00,E60000071,Leeds,"Three dwellings with domestic garden and parking areas, creation of new access road",,Land Off King Street Drighlington Bradford,,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD7QH1JBKTU00,2026-05-01T22:39:38.088977
E60000071_TD8CEJJBL2R00,E60000071,Leeds,"Consent, agreement or approval required by condition 8 (Landscape and Biodiversity Net Gain Manageme",,Leeds United A F C Ltd Elland Road Beeston Leeds LS11 0ES,LS11 0ES,,FU,,,,53.77773,-1.573108,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD8CEJJBL2R00,2026-05-01T22:39:35.609859
E60000071_TD9VZ4JBLB800,E60000071,Leeds,"Certificate of Proposed Lawful Development for an extension to the gable, dormer window to the rear ",,115 Pendas Way Manston Leeds LS15 8HN,LS15 8HN,,,,,,53.811459,-1.439016,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9VZ4JBLB800,2026-05-01T22:39:34.698933
E60000071_TD9QEVJBL9V00,E60000071,Leeds,"T1 - Fell Sycamore tree at the rear of Lidl, opposite The Jade Centre ( see sketch plan). The tree t",,To The Rear Of Lidl 11 Harrogate Road Moortown Leeds LS7 3NB,LS7 3NB,,,,,,53.825368,-1.534858,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9QEVJBL9V00,2026-05-01T22:39:33.730929
E60000071_TD9QE7JBL9T00,E60000071,Leeds,Consent agreement or approval required by condition 4 (level details) of planning application 21/006,,Land East Of Railway Line Halton Moor Avenue Halton Leeds,,,FU,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9QE7JBL9T00,2026-05-01T22:39:32.806961
E60000071_TDA70KJB0C000,E60000071,Leeds,"Certificate of Proposed Lawful Development for an extension to the gable, dormer window to the rear ",,116 Buckstone Avenue Moortown Leeds LS17 5ET,LS17 5ET,,,,,,53.851358,-1.5602,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA70KJB0C000,2026-05-01T22:39:32.806247
E60000071_TDA6KCJB0C000,E60000071,Leeds,Retrospective application for part two and single storey extension to both sides and rear of both se,,463-465 Bradford Road Stanningley Pudsey LS28 8ED,LS28 8ED,,,,,,53.803438,-1.695138,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA6KCJB0C000,2026-05-01T22:39:31.833635
E60000071_TDA72VJBLEF00,E60000071,Leeds,T001 - Beech. Carry out further decay analysis using resistance micro-drill or sonic tomograph. T006,,St Marys Hospital Green Hill Road Armley Leeds LS12 3QE,LS12 3QE,,,,,,53.799761,-1.613284,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA72VJBLEF00,2026-05-01T22:39:30.911295
E60000071_TDFIP8JB2QX00,E60000071,Leeds,"Part two storey, part single storey side extension; first floor rear extension incorporating two Jul",,2 Ibbetson Oval Churwell Morley Leeds LS27 7RY,LS27 7RY,,,,,,53.759556,-1.602127,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDFIP8JB2QX00,2026-05-01T22:39:29.993864
E60000071_TDA73ZJBLEH00,E60000071,Leeds,"Change of use of part ground floor to form one apartment and alterations to fenestration, existing b",,Lamberts House Apartments 163 Briggate Leeds LS1 6LY,LS1 6LY,,,,,,53.795358,-1.542158,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA73ZJBLEH00,2026-05-01T22:39:29.067745
E60000071_TDA1JFJBLCL00,E60000071,Leeds,Single storey front extension to lower ground floor; extension to second floor rear and additional d,,35 Moorland Avenue Hyde Park Leeds LS6 1AP,LS6 1AP,,,,,,53.808754,-1.565003,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA1JFJBLCL00,2026-05-01T22:39:28.131417
E60000071_TD9L0UJBL7000,E60000071,Leeds,All works highlighted in tree survey report: T006 - Monterey Cypress. Crown lift/reduce branches ext,,St Marys House St Marys Road Potternewton Leeds LS7 3JX,LS7 3JX,,,,,,53.821054,-1.534967,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9L0UJBL7000,2026-05-01T22:39:24.625620
E60000071_TDA70CJBLE900,E60000071,Leeds,New roof with dormer to rear; single-storey rear extension; new rooflights to front,,66 Morris Lane Kirkstall Leeds LS5 3EN,LS5 3EN,,,,,,53.822436,-1.604478,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA70CJBLE900,2026-05-01T22:39:24.523474
E60000071_TD9KUXJBL6I00,E60000071,Leeds,"Consent, agreement or approval required by conditions 3 (material samples), 5 (cycle parking), 7 (st",,Lane Side Farm Victoria Road Churwell Morley Leeds LS27 7PA,LS27 7PA,,FU,,,,53.756647,-1.59498,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9KUXJBL6I00,2026-05-01T22:39:23.596491
E60000071_TDA70RJBLEB00,E60000071,Leeds,"Certificate of Proposed Lawful Development for a dormer window to the rear, rooflights to the front ",,17 Nunroyd Lawn Moor Allerton Leeds LS17 6PJ,LS17 6PJ,,,,,,53.840531,-1.530329,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA70RJBLEB00,2026-05-01T22:39:22.604183
E60000071_TD9L5IJBL7600,E60000071,Leeds,"T001 -Fell Raywood Ash. The report states Reduce crown by approx. 2m however, due to recent poor pru",,Millfield House Kirk Lane Yeadon Leeds LS19 7LX,LS19 7LX,,,,,,53.865447,-1.692042,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9L5IJBL7600,2026-05-01T22:39:21.577391
E60000071_TD9L4NJBL7400,E60000071,Leeds,Certificate of Existing Lawfulness for use as a House in Multiple Occupation,,44 Langdale Terrace Headingley Leeds LS6 3DY,LS6 3DY,,,,,,53.817746,-1.589106,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9L4NJBL7400,2026-05-01T22:39:20.549568
E60000071_TDA71MJBLED00,E60000071,Leeds,"Consent, agreement or approval required by condition 20 (Submission of Verification Reports) of Plan",,Land Adjacent To Wesley Road Armley Leeds 12,,,FU,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA71MJBLED00,2026-05-01T22:39:19.531277
E60000071_TD9VY8JBLB400,E60000071,Leeds,Single storey side extension,,11 Prince Henry Road Otley LS21 2BE,LS21 2BE,,,,,,53.913138,-1.692696,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9VY8JBLB400,2026-05-01T22:39:19.530260
E60000071_TD9L6JJBL7800,E60000071,Leeds,"Addition of outbuildings for use as storage, catering and toilets ancillary to existing football clu",,Middleton Leisure Centre Ring Road Middleton Middleton Leeds LS10 4AX,LS10 4AX,,,,,,53.748649,-1.535462,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9L6JJBL7800,2026-05-01T22:39:18.277230
E60000071_TD9VZEJBLBA00,E60000071,Leeds,Single-storey extension to front; conversion of garage to form habitable space with new flat roof an,,Porthilly Common Lane East Ardsley WF3 2EF,WF3 2EF,,,,,,53.73073,-1.548286,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9VZEJBLBA00,2026-05-01T22:39:17.275388
E60000071_TD9VYTJBLB600,E60000071,Leeds,Development of a 60MW Battery Energy Storage System comprising battery skids with self-contained bat,,Storage Land Adjacent 4 Redcote Lane Burley Leeds LS4 2AL,LS4 2AL,,,,,,53.804068,-1.592018,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9VYTJBLB600,2026-05-01T22:39:13.974974
E60000071_TDA1P2JBLCX00,E60000071,Leeds,Consent agreement or approval required by condition 12 (energy statement) of planning application 25,,Trinity Leeds Albion Street Leeds LS1 5AT,LS1 5AT,,FU,,,,53.796596,-1.543936,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA1P2JBLCX00,2026-05-01T22:39:13.873388
E60000071_TDA1O0JBLCV00,E60000071,Leeds,"Consent, agreement or approval required by condition 7 (statement of construction practice) of plann",,Trinity Leeds Albion Street Leeds LS1 5AT,LS1 5AT,,FU,,,,53.796596,-1.543936,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA1O0JBLCV00,2026-05-01T22:39:13.771788
E60000071_TDA1MAJBLCR00,E60000071,Leeds,Single-storey side and rear extension,,99 Westfield Lane Kippax Leeds LS25 7JA,LS25 7JA,,,,,,53.770273,-1.380105,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA1MAJBLCR00,2026-05-01T22:39:12.841746
E60000071_TDA1LRJBLCP00,E60000071,Leeds,Single storey side extension,,34 Victoria Walk Horsforth Leeds LS18 4PP,LS18 4PP,,,,,,53.832081,-1.64827,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA1LRJBLCP00,2026-05-01T22:39:11.818274
E60000071_TD9KYUJBL6U00,E60000071,Leeds,"Part two storey, part single storey side extension",,18 Bramble Court Pool In Wharfedale Otley LS21 1QW,LS21 1QW,,,,,,53.898382,-1.620991,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9KYUJBL6U00,2026-05-01T22:39:10.874690
E60000071_TD9KYIJBL6S00,E60000071,Leeds,"Consent, agreement or approval required by conditions 9 (CLVR) and 26 (Noise Levels) of Planning App",,Guiseley School Fieldhead Road Guiseley Leeds LS20 8DT,LS20 8DT,,FU,,,,53.870524,-1.717432,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9KYIJBL6S00,2026-05-01T22:39:09.973908
E60000071_TD9KWYJBL6O00,E60000071,Leeds,"Construction of one detached dwelling with associated amenity space, parking and landscaping",,Land Adjacent To 39 Pool Road Otley Leeds LS21 1HL,LS21 1HL,,,,,,53.907594,-1.679434,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9KWYJBL6O00,2026-05-01T22:39:09.872261
E60000071_TD9KWDJBL6L00,E60000071,Leeds,Replacement illuminated fascia sign; new signage to canopy,,Finning Materials Handling Gelderd Road Gildersome Morley Leeds LS27 7JS,LS27 7JS,,,,,,53.753382,-1.630348,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9KWDJBL6L00,2026-05-01T22:39:09.771125
E60000071_TD9KWCJBL6K00,E60000071,Leeds,External alterations including new cladding; replacement of existing white UPVC windows with black a,,Finning Materials Handling Gelderd Road Gildersome Morley Leeds LS27 7JS,LS27 7JS,,,,,,53.753382,-1.630348,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9KWCJBL6K00,2026-05-01T22:39:09.669984
E60000071_TD9W09JBLBE00,E60000071,Leeds,"6.00m single storey rear extension, 3.75m to ridge height and 2.52m to eaves",,29 Home Lea Rothwell Leeds LS26 0PP,LS26 0PP,,,,,,53.756828,-1.491205,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9W09JBLBE00,2026-05-01T22:39:06.525439
E60000071_TD9W00JBLBC00,E60000071,Leeds,Single-storey extension to rear,,9 Mosedale Drive Whinmoor Leeds LS14 1FT,LS14 1FT,,,,,,53.838902,-1.449227,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9W00JBLBC00,2026-05-01T22:39:05.690260
E60000071_TDA1LCJBLCN00,E60000071,Leeds,Consent agreement or approval required by condition 2 (car club parking space) of planning applicati,,Land To The South Of The A64 York Road And The North Of Leeds Road Leeds,,,RM,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDA1LCJBLCN00,2026-05-01T22:39:04.783780
E60000071_TD9L14JBL7200,E60000071,Leeds,Single storey extension to existing rear extension with alteration to the roof of the rear extension,,24 Primley Park Mount Alwoodley Leeds LS17 7JS,LS17 7JS,,,,,,53.855166,-1.533358,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TD9L14JBL7200,2026-05-01T22:39:04.783005
E60000071_TDF4WXJBLWU00,E60000071,Leeds,"Consent, agreement or approval required by conditions 17 (Footpath) and 35 (Western Path) of Plannin",,Land East Of Railway Line Halton Moor Avenue Halton Leeds,,,FU,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDF4WXJBLWU00,2026-05-01T22:39:03.660068
E60000071_TDFFYQJBLYY00,E60000071,Leeds,Single-storey side extension to create integrated garage and habitable space; new window to rear,,68 Hawthorn Avenue Yeadon Leeds LS19 7UH,LS19 7UH,,,,,,53.86722,-1.682677,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDFFYQJBLYY00,2026-05-01T22:39:03.659027
E60000071_TDFLISJBM0600,E60000071,Leeds,Certificate of Proposed Lawful Development for a dormer window to the rear and rooflights to the fro,,3 Stoney Croft Horsforth Leeds LS18 4RB,LS18 4RB,,,,,,53.835217,-1.641861,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDFLISJBM0600,2026-05-01T22:39:02.432312
E60000071_TDFELHJB0C000,E60000071,Leeds,Certificate of Existing Lawful Development for Use as a house in multiple occupation,,35 Victoria Road Hyde Park Leeds LS6 1AS,LS6 1AS,,,,,,53.814757,-1.564592,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDFELHJB0C000,2026-05-01T22:39:01.301630
E60000071_TDF51NJBLX000,E60000071,Leeds,T1 Holly: To be removed to ground level or as low as site allows. T2 Hawthorn: To be removed to grou,,48 Newton Court Roundhay Leeds LS8 2PH,LS8 2PH,,,,,,53.824475,-1.49616,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDF51NJBLX000,2026-05-01T22:38:59.974154
