id,council_ref,council_name,reference,description,address,postcode,status,app_type,date_received,date_validated,date_decided,lat,lng,portal_url,application_url,scraped_at
E60000071_TDFR2HJBM1C00,E60000071,Leeds,T1 - Conifer Reduce in height from 7m to 4m to bring the tree in line with the adjacent hedge.,,Hollin House Weetwood Avenue Weetwood Leeds LS16 5NG,LS16 5NG,,,,,,53.831825,-1.579746,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDFR2HJBM1C00,2026-05-01T22:38:58.541289
E60000071_TDF55RJBLXE00,E60000071,Leeds,Certificate of Proposed Lawful Development for a pergola to the rear,,1 Craggwood Road Horsforth Leeds LS18 4RW,LS18 4RW,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDF55RJBLXE00,2026-05-01T22:38:54.879266
E60000071_TDF55EJBLXC00,E60000071,Leeds,Certificate of Proposed Lawful Development for a single storey extensions to the front,,19 Ingleborough Drive Morley Leeds LS27 9DT,LS27 9DT,,,,,,53.738005,-1.589322,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDF55EJBLXC00,2026-05-01T22:38:48.951985
E60000071_TDF552JBLXA00,E60000071,Leeds,Certificate of Proposed Lawful Development for a single storey extension to the rear,,10 Old Oak Drive West Park Leeds LS16 5HB,LS16 5HB,,,,,,53.83195,-1.60603,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDF552JBLXA00,2026-05-01T22:38:47.990095
E60000071_TDF54QJBLX800,E60000071,Leeds,Consent agreement or approval required by conditions 3 (stone cleaning) and 4 (repointing works) of ,,The Lodge Arthington Lane Arthington Otley LS21 1PH,LS21 1PH,,LI,,,,53.900142,-1.585165,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDF54QJBLX800,2026-05-01T22:38:46.958240
E60000071_TDF4Z1JBLWY00,E60000071,Leeds,"Subdivision of single dwelling to form two semi detached dwellings, demolition of existing conservat",,Clifford Moor Cottage Rhodes Lane Clifford Wetherby LS23 6LQ,LS23 6LQ,,,,,,53.89582,-1.36661,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDF4Z1JBLWY00,2026-05-01T22:38:46.070155
E60000071_TDF4W2JBLWS00,E60000071,Leeds,Certificate of Proposed Lawful Development for demolition of existing garage and replacement utility,,7 Ash Hill Lane Shadwell Leeds LS17 8JN,LS17 8JN,,,,,,53.852779,-1.471225,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDF4W2JBLWS00,2026-05-01T22:38:45.326392
E60000071_TDF534JBLX400,E60000071,Leeds,Certificate of Proposed Lawful Development for a dormer window to the rear and rooflights to the fro,,9 Nesfield Road Belle Isle Leeds LS10 3LE,LS10 3LE,,,,,,53.755066,-1.523956,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDF534JBLX400,2026-05-01T22:38:44.213492
E60000071_TDFR27JBM1A00,E60000071,Leeds,"Consent, agreement or approval required by condition 10 (Submission of Verification Report(s)) of Pl",,47 Hough Side Road Pudsey Leeds LS28 9JP,LS28 9JP,,FU,,,,53.796055,-1.647645,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDFR27JBM1A00,2026-05-01T22:38:43.418937
E60000071_TDFP3ZJB2O200,E60000071,Leeds,Removal of conservatory to rear and replace with single storey rear extension with balustrade balcon,,27 Eden Mount Burley Leeds LS4 2TD,LS4 2TD,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDFP3ZJB2O200,2026-05-01T22:38:42.619344
E60000071_TDGZMFJBJR700,E60000071,Leeds,T1 Oak: Remove damage primary scaffold overhanging The Foxhills. Scaffold to be either reduced to su,,72 Carr Bridge Drive Cookridge Leeds LS16 7JY,LS16 7JY,,,,,,53.850792,-1.624065,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZMFJBJR700,2026-05-01T22:38:36.748395
E60000071_TDHEWVJB0C000,E60000071,Leeds,Demolition of existing lean to extension and erection of two storey side extension; addition of roof,,Cemetery Lodge Pool Road Otley LS21 1HL,LS21 1HL,,,,,,53.907594,-1.679434,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHEWVJB0C000,2026-05-01T22:38:33.438952
E60000071_TDHA6IJB0C000,E60000071,Leeds,"Certificate of Proposed Lawful Development for an extension to the gable, dormer window to the rear ",,11 Southlands Avenue Rawdon Leeds LS19 6JN,LS19 6JN,,,,,,53.842282,-1.667273,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHA6IJB0C000,2026-05-01T22:38:32.421580
E60000071_TDHI95JB33M00,E60000071,Leeds,T1 Oak: To remove epicormic growth from the main stem to 4m above ground level and all major deadwoo,,1 Eddison Walk Adel Leeds LS16 8DA,LS16 8DA,,,,,,53.856218,-1.57707,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHI95JB33M00,2026-05-01T22:38:31.528937
E60000071_TDHLW4JBK0C00,E60000071,Leeds,T63 Semi mature Fir: Remove due to significant lean towards property caused by Storm conditions and ,,Pine House 1 Spencer Court Shadwell Leeds LS17 8AN,LS17 8AN,,,,,,53.856296,-1.486292,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHLW4JBK0C00,2026-05-01T22:38:30.601113
E60000071_TDHLUIJBK0A00,E60000071,Leeds,Replacement porch to front; demolition of garage and construction of new garage,,41 Westbourne Grove Otley LS21 3LJ,LS21 3LJ,,,,,,53.900787,-1.709969,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHLUIJBK0A00,2026-05-01T22:38:29.663929
E60000071_TDGZP2JBJRG00,E60000071,Leeds,"Listed Building application for internal alterations including alterations to staircase, removal and",,2 Colton Road Whitkirk Leeds LS15 9AA,LS15 9AA,,,,,,53.796881,-1.448927,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZP2JBJRG00,2026-05-01T22:38:28.699295
E60000071_TDGZP1JBJRF00,E60000071,Leeds,"Alterations to existing dwelling with Removal and infill to second floor window, replacement of an e",,2 Colton Road Whitkirk Leeds LS15 9AA,LS15 9AA,,,,,,53.796881,-1.448927,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZP1JBJRF00,2026-05-01T22:38:28.598106
E60000071_TDGZOBJBJRD00,E60000071,Leeds,Certificate of Proposed Lawful Development for a single storey extension to rear,,6 Trinity Rise Otley LS21 1RG,LS21 1RG,,,,,,53.903208,-1.682937,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZOBJBJRD00,2026-05-01T22:38:27.613472
E60000071_TDHAODJBJXU00,E60000071,Leeds,Erection of service kiosk,,Land At Walled Garden Rose Lodge Temple Newsam,,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHAODJBJXU00,2026-05-01T22:38:21.984321
E60000071_TDGZKNJBJR300,E60000071,Leeds,"Consent, agreement or approval required by conditions 3 (Submission Report and Remediation Strategy)",,Fairseat House 302 High Street Boston Spa Wetherby LS23 6AJ,LS23 6AJ,,FU,,,,53.901668,-1.337649,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZKNJBJR300,2026-05-01T22:38:21.983622
E60000071_TDGZS4JBJRN00,E60000071,Leeds,Ti-Fir Reduce height by 2.5m (30%) raising of lower branches to 2.5m and reduction of all aspects of,,4 Lidgett Park Road Lidgett Park Leeds LS8 1EQ,LS8 1EQ,,,,,,53.83815,-1.51016,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZS4JBJRN00,2026-05-01T22:38:18.715833
E60000071_TDHG6WJBJZ300,E60000071,Leeds,Certificate of Proposed Lawful Development for a dormer window to the rear,,45 New Adel Lane Adel Leeds LS16 6BA,LS16 6BA,,,,,,53.849069,-1.599638,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHG6WJBJZ300,2026-05-01T22:38:18.614623
E60000071_TDHLWJJBK0E00,E60000071,Leeds,Certificate of Proposed Lawful Development for the replacement of timber windows with UPVC double gl,,179 Stonegate Road Meanwood Leeds LS6 4PU,LS6 4PU,,,,,,53.837934,-1.553973,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHLWJJBK0E00,2026-05-01T22:38:17.475978
E60000071_TDHJPQJB2O200,E60000071,Leeds,"Consent, agreement or approval required by conditions 8 (Archaeological Recording), 9 (Statement of ",,"Land Between Wetherby Road, Skeltons Lane And York Road Leeds LS14",,,OT,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHJPQJB2O200,2026-05-01T22:38:16.501384
E60000071_TDHANMJBJXR00,E60000071,Leeds,Listed building application for retrospective alterations to the former swimming pool building to cr,,Cliffe House Day Nursery 9 Adel Square Lane Adel Leeds LS16 8NF,LS16 8NF,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHANMJBJXR00,2026-05-01T22:38:16.500675
E60000071_TDHANLJBJXQ00,E60000071,Leeds,Retrospective Alterations to the former swimming pool building to create a day nursery including int,,Cliffe House Day Nursery 9 Adel Square Lane Adel Leeds LS16 8NF,LS16 8NF,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHANLJBJXQ00,2026-05-01T22:38:16.399540
E60000071_TDGZMYJBJR900,E60000071,Leeds,Retrospective application for boundary fence to side,,3 New Adel Avenue Adel Leeds LS16 6BE,LS16 6BE,,,,,,53.848215,-1.602534,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZMYJBJR900,2026-05-01T22:38:10.409913
E60000071_TDHAL3JBJXO00,E60000071,Leeds,Variation of condition 5 (restriction of residents/staff) to previously approved Planning Applicatio,,26 West Park Road Roundhay Leeds LS8 2HB,LS8 2HB,,,,,,53.844479,-1.504082,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHAL3JBJXO00,2026-05-01T22:38:09.385049
E60000071_TDGZPPJBJRL00,E60000071,Leeds,"4.00m single storey rear extension, 4.00m to ridge height and 3.00m to eaves",,23 Second Avenue Rawdon Leeds LS19 6NH,LS19 6NH,,,,,,53.857633,-1.677003,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZPPJBJRL00,2026-05-01T22:38:08.361232
E60000071_TDGZPEJBJRJ00,E60000071,Leeds,Detached single storey double garage to rear,,3 Woodhall Drive Kirkstall Leeds LS5 3LQ,LS5 3LQ,,,,,,53.826411,-1.619177,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZPEJBJRJ00,2026-05-01T22:38:07.132661
E60000071_TDHG77JBJZ500,E60000071,Leeds,T1 Ash: Fell. The tree is showing early signs of Ash Dieback and is situated immediately adjacent to,,"Walker Court, Units 2 And 3 And Rear Of Unit 1 Walker Court Audby Lane Wetherby LS22 7FD",LS22 7FD,,,,,,53.933665,-1.379746,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDHG77JBJZ500,2026-05-01T22:38:03.547117
E60000071_TDGZM4JBJR500,E60000071,Leeds,Fitting of external wall insulation with brick slip and render finishes to three dwellings located o,,"71, 125 And 135 Foundry Mill Drive Seacroft Leeds LS14 6SE",LS14 6SE,,,,,,53.816845,-1.479574,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDGZM4JBJR500,2026-05-01T22:38:02.422257
E60000071_TDJJUDJB14E00,E60000071,Leeds,T1 Ash: To crown lift from ground level due to over hanging neighbours garden back to main stem to a,,10 South View Terrace Yeadon Leeds LS19 7QL,LS19 7QL,,,,,,53.864151,-1.680982,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJJUDJB14E00,2026-05-01T22:38:01.399981
E60000071_TDJ5DUJBK8P00,E60000071,Leeds,Certificate of Existing Lawful Development for Use as a house in multiple occupancy,,25 Harold Avenue Hyde Park Leeds LS6 1JR,LS6 1JR,,,,,,53.809995,-1.572507,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJ5DUJBK8P00,2026-05-01T22:38:00.417453
E60000071_TDIUG1JBK4C00,E60000071,Leeds,"T1 Ash: Removal of a substantial primary limb extending in a south-westerly direction, which overhan",,1 Millgarth Court Collingham Wetherby LS22 5JZ,LS22 5JZ,,,,,,53.907153,-1.410703,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDIUG1JBK4C00,2026-05-01T22:37:59.451451
E60000071_TDJGL8JBKB200,E60000071,Leeds,Determination for Installation of roof-mounted solar photovoltaic panels on 2 No. buildings: the Nor,,St Marys House St Marys Road Potternewton Leeds LS7 3JX,LS7 3JX,,,,,,53.821054,-1.534967,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJGL8JBKB200,2026-05-01T22:37:58.424608
E60000071_TDIUFQJBK4A00,E60000071,Leeds,Installation of external extract flue to rear,,9 - 11 Hyde Park Road Hyde Park Leeds LS6 1PY,LS6 1PY,,,,,,53.805731,-1.56918,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDIUFQJBK4A00,2026-05-01T22:37:57.405262
E60000071_TDJFAOJB14E00,E60000071,Leeds,2 x Lombardy Poplars: Remove,,4 Calverley Road Oulton Leeds LS26 8JQ,LS26 8JQ,,,,,,53.749644,-1.453775,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJFAOJB14E00,2026-05-01T22:37:56.312111
E60000071_TDJGFLJBKAS00,E60000071,Leeds,"Consent, agreement or approval required by conditions 4 (Watching Brief), 5 (Internal Details), 6b (",,Lazencroft Farm Manston Lane Manston Leeds LS15 8AD,LS15 8AD,,LI,,,,53.805477,-1.42092,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJGFLJBKAS00,2026-05-01T22:37:55.395920
E60000071_TDIUCOJBK4000,E60000071,Leeds,Retrospective change of use from vehicle storage yard to remote car sales with erection of cabin bui,,Land Adjacent To 2 Townclose View Kippax Leeds LS25 7SF,LS25 7SF,,,,,,53.764364,-1.382862,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDIUCOJBK4000,2026-05-01T22:37:55.294976
E60000071_TDJ3D4JB33M00,E60000071,Leeds,Leylandii hedge - 11 trees - Fell to ground level The hedge is in poor condition due to historic mis,,13 Dales Way Guiseley Leeds LS20 8JN,LS20 8JN,,,,,,53.872247,-1.731975,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJ3D4JB33M00,2026-05-01T22:37:51.920657
E60000071_TDJLO6JB2QX00,E60000071,Leeds,T1 and T2 Beech - To reduce the crown by 2m all round to the level of previous pruning,,Linton Village Hall Linton Lane Linton Wetherby LS22 4HL,LS22 4HL,,,,,,53.91833,-1.406207,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJLO6JB2QX00,2026-05-01T22:37:50.968199
E60000071_TDJ5E5JBK8R00,E60000071,Leeds,T1 Mature Beech: Tree works proposed are for a 20% reduction comprised of a height reduction of 1.8 ,,The Coach House 9 Castle Hill Woodacre Lane Bardsey Leeds LS17 9BT,LS17 9BT,,,,,,53.88436,-1.444614,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJ5E5JBK8R00,2026-05-01T22:37:50.011279
E60000071_TDJ5AIJBK8J00,E60000071,Leeds,Demolition of existing rear extension; construction of single-storey extension to rear; extension of,,58 Bishop Way West Ardsley Wakefield WF3 1UA,WF3 1UA,,,,,,53.725996,-1.568494,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJ5AIJBK8J00,2026-05-01T22:37:49.009201
E60000071_TDJGJOJBKB000,E60000071,Leeds,"Consent, agreement or approval of Conditions 11 and 12 of Planning Application 22/04926/FU",,34 - 34A Chapeltown Pudsey LS28 8BL,LS28 8BL,,FU,,,,53.792272,-1.670127,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJGJOJBKB000,2026-05-01T22:37:47.574499
E60000071_TDJAVZJBK9X00,E60000071,Leeds,T906 Cherry - Remove to ground level and treat stump to prevent any regrowth. T907 Horse Chestnut - ,,Christ The King Church Houghley Lane Bramley Leeds LS13 2DX,LS13 2DX,,,,,,53.807,-1.617211,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJAVZJBK9X00,2026-05-01T22:37:46.653505
E60000071_TDJGGXJBKAU00,E60000071,Leeds,"Consent, agreement or approval required by conditions 4 (disabled parking), 6 (EV Charging), 8 (cycl",,Lazencroft Farm Manston Lane Manston Leeds LS15 8AD,LS15 8AD,,FU,,,,53.805477,-1.42092,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJGGXJBKAU00,2026-05-01T22:37:45.532707
E60000071_TDJAXAJBK9Z00,E60000071,Leeds,"It has been recommended that pruning works be undertaken to the following trees, as referenced in th",,Land South Selby Road Garforth Leeds,,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJAXAJBK9Z00,2026-05-01T22:37:44.605497
E60000071_TDJAUEJBK9U00,E60000071,Leeds,Single storey rear extension,,18 The Village Thorp Arch Wetherby LS23 7AG,LS23 7AG,,,,,,53.909439,-1.341987,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJAUEJBK9U00,2026-05-01T22:37:44.604774
E60000071_TDIUF9JBK4800,E60000071,Leeds,Dormer window to front,,3 Red Hall Drive Whinmoor Leeds LS14 1EH,LS14 1EH,,,,,,53.840008,-1.465261,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDIUF9JBK4800,2026-05-01T22:37:43.682931
E60000071_TDIUEVJBK4600,E60000071,Leeds,"New windows and rooflights to sides; replacement windows and doors to front, sides, and rear",,Grove Lodge 254 Main Street Shadwell Leeds LS17 8LB,LS17 8LB,,,,,,53.851243,-1.467398,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDIUEVJBK4600,2026-05-01T22:37:40.224393
E60000071_TDIUE5JBK4200,E60000071,Leeds,"Consent, agreement or approval required by condition 24 (Sustainability) of Planning Application 25/",,Verity House 6 Canal Wharf Holbeck Leeds LS11 5BQ,LS11 5BQ,,FU,,,,53.792406,-1.550569,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDIUE5JBK4200,2026-05-01T22:37:39.296713
E60000071_TDJGBTJB14E00,E60000071,Leeds,Emergency Tree Works: T1 Sycmoare: Fell,,6 Bridge Street Otley LS21 3AZ,LS21 3AZ,,,,,,53.906689,-1.694433,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDJGBTJB14E00,2026-05-01T22:37:38.260516
E60000071_TDL5I2JBKK400,E60000071,Leeds,T1- Silver Birch - Reduce overall height by approximately 15ft (from 45ft to 30ft) and prune lateral,,38 Hawksworth Lane Guiseley Leeds LS20 8HE,LS20 8HE,,,,,,53.868699,-1.733047,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDL5I2JBKK400,2026-05-01T22:37:37.308811
E60000071_TDLB5JJBKL300,E60000071,Leeds,Listed building application for redecoration to windows and doors; external additions including alte,,Bills Restaurant 1 Albion Place Leeds LS1 6JL,LS1 6JL,,,,,,53.797992,-1.544559,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDLB5JJBKL300,2026-05-01T22:37:36.298687
E60000071_TDKUYPJBKHU00,E60000071,Leeds,Certificate of Existing Lawful Development for construction of building for boarding kennels,,Sandgate Boarding Kennels The Bungalow Sandgate Lane Kippax Leeds LS25 4BJ,LS25 4BJ,,,,,,53.779808,-1.355911,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKUYPJBKHU00,2026-05-01T22:37:36.197673
E60000071_TDKZVHJB2O200,E60000071,Leeds,Demolition of existing chimney to rear; new dormer windows to rear,,256A Burley Road Burley Leeds LS4 2LA,LS4 2LA,,,,,,53.807762,-1.578984,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKZVHJB2O200,2026-05-01T22:37:35.183802
E60000071_TDLB7EJBKL800,E60000071,Leeds,Installation of nine air condenser units to side,,Valley Mills Whitehall Road Drighlington Bradford BD11 1NQ,BD11 1NQ,,,,,,53.764557,-1.646208,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDLB7EJBKL800,2026-05-01T22:37:34.172365
E60000071_TDKP8LJBKE400,E60000071,Leeds,Removal of existing septic tank to relocate and install bio-disc water treatment plant; associated w,,Highwood Millfield Farm Harrogate Road Harewood Leeds LS17 9JB,LS17 9JB,,,,,,53.868562,-1.522777,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKP8LJBKE400,2026-05-01T22:37:33.135665
E60000071_TDKUTQJBKHS00,E60000071,Leeds,"Consent, agreement or approval required by conditions 6 (Soil) and 25 (Drainage to any tree pits)of ",,Land Between Westgate And Cropper Gate Leeds LS1,,,FU,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKUTQJBKHS00,2026-05-01T22:37:32.136641
E60000071_TDKPDBJBKEB00,E60000071,Leeds,Demolition of existing rear extension and detached garage; construction of single-storey side and re,,50 North Park Avenue Lidgett Park Leeds LS8 1EY,LS8 1EY,,,,,,53.838507,-1.516173,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKPDBJBKEB00,2026-05-01T22:37:29.758023
E60000071_TDKPCIJBKE900,E60000071,Leeds,Demolition of existing first-floor balcony and single-storey extension to rear; construction of sing,,Invershin 52 Creskeld Lane Bramhope Leeds LS16 9ES,LS16 9ES,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKPCIJBKE900,2026-05-01T22:37:28.688669
E60000071_TDKPB7JBKE700,E60000071,Leeds,"Consent, agreement or approval required by conditions 3 (statement of construction practice), 5 (gro",,Land To Rear Of Ledston Luck Cottages Ledston Luck Leeds LS25 7BX,LS25 7BX,,FU,,,,53.770876,-1.348022,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKPB7JBKE700,2026-05-01T22:37:22.691815
E60000071_TDLB5IJBKL200,E60000071,Leeds,"Additions to front including planters fixed to existing railings, canvas covers to existing parasol ",,Bills Restaurant 1 Albion Place Leeds LS1 6JL,LS1 6JL,,,,,,53.797992,-1.544559,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDLB5IJBKL200,2026-05-01T22:37:21.566189
E60000071_TDKUS9JBKHO00,E60000071,Leeds,Change of use from dwelling (Class C3) to an office (Class E/Sui Generis),,11B Town Street Rawdon Leeds LS19 6PU,LS19 6PU,,,,,,53.849807,-1.671287,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKUS9JBKHO00,2026-05-01T22:37:20.540358
E60000071_TDKUROJBKHM00,E60000071,Leeds,"Development of a drive-thru restaurant (Use Class E/sui generis) with accosiated access, servicing, ",,Town Street Stanningley Pudsey,,,,,,,,,https://publicaccess.leeds.gov.uk/online-applications,https://publicaccess.leeds.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=TDKUROJBKHM00,2026-05-01T22:37:19.314242
